timestamps,Delta,Theta,Alpha,Beta,Gamma,Label
254493.372,8.564555604741726,14.65730862755304,-4.441488296297651,-92.48202354158444,-375.8999133332438,right
254493.376,8.849572763242495,13.407932997009205,1.6983188543737302,-39.30458378582196,-420.8277187227265,right
254493.38,9.200653102657464,11.906465354129336,7.844504493003228,22.309015309895056,209.74435553351915,right
254493.384,9.612942616598252,10.145006154444266,13.365388117986637,67.28927794616007,360.7624223899186,right
254493.387,10.074362511889031,8.113055406873894,17.669454217221176,82.54701757766013,37.41021107194236,right
254493.391,10.573169237282206,5.812501091360938,20.304921430137803,73.68437151403072,-305.5160299273358,right
254493.395,11.096007397605732,3.255510539183544,20.99981327580063,54.67748457060581,-196.9932674309824,right
254493.399,11.623429499841691,0.457750443108857,19.67143299499164,36.167619414361255,326.9855990188022,right
254493.402,12.138550678731663,-2.5461163017686665,16.470460277335075,25.512826044345257,286.89762058055953,right
254493.406,12.640305428108164,-5.680805474296642,11.811557786105878,27.46024063312792,-570.3917939185573,right
254493.41,13.138024549954954,-8.843496836185412,6.287741111691228,34.82866810292224,-373.15299377339073,right
254493.413,13.634941340955423,-11.936847284701177,0.5218397362001728,27.18877526682449,699.3529091553133,right
254493.417,14.127567199897646,-14.873803418878348,-4.906615948009801,-9.139627914279624,431.1258002587667,right
254493.421,14.617145295313446,-17.56127783683491,-9.472959306886768,-63.75681876679662,-501.3454530401992,right
254493.425,15.108649509871402,-19.90584800740741,-12.765666862019602,-111.28635586044948,-399.376295652728,right
254493.428,15.598865983667912,-21.837887623740475,-14.573563502562523,-131.6679064518262,315.7568880303548,right
254493.447,16.074318546251902,-23.31706721960801,-14.900236902693036,-117.0690431290042,313.7869971661732,right
254493.452,16.519813919163727,-24.318232420115265,-13.90658418953449,-68.83078566728616,-247.6076252561041,right
254493.457,16.921807189265653,-24.825891188454055,-11.862073715269135,1.9123182032822768,-244.10385924728908,right
254493.461,17.263019796760666,-24.843438161864004,-9.125258116423206,73.14466237154012,101.49690624598708,right
254493.466,17.51898157934149,-24.39806735439189,-6.107543889805329,120.28111494355076,225.2858535608434,right
254493.471,17.663390001189406,-23.52957526878597,-3.196645368038068,130.46093690264078,96.61736603562755,right
254493.476,17.675725860762444,-22.275346842980635,-0.6812299858043472,108.54421526495146,-246.13176415473225,right
254493.481,17.54026908294214,-20.670876908508472,1.2676047982714065,68.605220567671,-229.82668149531852,right
254493.486,17.241008230251044,-18.757665732651677,2.579840054163531,23.36506006642396,324.284606695613,right
254493.491,16.768081129640702,-16.571358205475704,3.3053474586511067,-15.725151229238673,315.3518357687725,right
254493.496,16.12980467091341,-14.121514849343583,3.635987378374898,-37.77584505876845,-517.71045113082,right
254493.5,15.347886902499258,-11.40228222132531,3.833667691387974,-42.54622824014782,-395.6421002589348,right
254493.505,14.441282192282063,-8.422996479083785,4.107024100833391,-44.82045504321663,616.8678606728106,right
254493.51,13.424505485185094,-5.212552432721084,4.5681396475173335,-58.08462307238237,439.5751393324623,right
254493.515,12.318314409714189,-1.801607842883708,5.260312206075022,-77.96872978481773,-457.6944773984071,right
254493.52,11.14933227669765,1.7760524147036925,6.149015417184225,-88.63282612429073,-399.31017280183727,right
254493.525,9.93835128910654,5.463284311607774,7.080310212091772,-79.62808516545337,271.922172292813,right
254493.53,8.696561744811655,9.174865369171243,7.797394773894807,-50.416251274474064,311.9620104975687,right
254493.535,7.432343177098216,12.81257217173864,8.019935277702874,-5.160371383388707,-170.64825103838325,right
254493.54,6.154823399458536,16.275236405584316,7.511726533966256,48.256872835790986,-234.56957098198177,right
254493.516,4.86893012733236,19.454459182833112,6.105763266007497,95.73107001009544,22.909684842071577,right
254493.52,3.572814100954946,22.23512630322152,3.7319755320233936,121.76241739476733,306.1920746048866,right
254493.525,2.2684266509132534,24.51875625583273,0.4864122387925775,121.45570644066258,165.1235517883169,right
254493.529,0.9729909359989004,26.24682630797177,-3.3262032056774147,102.56085106237164,-588.9861637074307,right
254493.534,-0.288502326071586,27.38918455161096,-7.265339247109336,71.35613503650852,-293.3870185431164,right
254493.539,-1.4985965939116157,27.918361992888087,-10.876141145597568,25.08271535421949,726.3414116756521,right
254493.543,-2.644466634632096,27.815766154255936,-13.730112497208012,-34.71145642853484,391.2473084847289,right
254493.548,-3.703502528041356,27.097055508075933,-15.41633261304032,-90.95228384652792,-560.6984974926451,right
254493.553,-4.645337346903894,25.807326229724566,-15.607324097159808,-123.68474904683023,-506.7302247145493,right
254493.557,-5.448113625251544,23.99111173927879,-14.174230320071777,-127.77929360128115,426.0808652052092,right
254493.562,-6.102506061044188,21.68454844950717,-11.21838932486894,-109.95008579842992,497.2539899677415,right
254493.566,-6.6031351010494985,18.930070085454098,-7.018825722060859,-76.30023853481455,-399.2845684233899,right
254493.571,-6.948176644852467,15.776836313511811,-1.9957825202200703,-31.79920240779325,-292.5645812062258,right
254493.576,-7.14768010392504,12.266395535144134,3.305727980717074,14.49310304554812,278.48914672538,right
254493.58,-7.224961418275392,8.431260767462115,8.279524312017687,52.78501810201421,178.16786642525125,right
254493.585,-7.208142385781147,4.310936522685226,12.369831456820362,79.88317025873792,-67.60661899304031,right
254493.59,-7.1232965679288895,-0.0355927406286874,15.163327905523603,98.14245941905324,-262.9632360907306,right
254493.594,-6.996978463656996,-4.534770028062904,16.41812590786415,106.93730117626464,-111.18665816190428,right
254493.599,-6.8607217335872575,-9.107440926240852,16.062753686194092,99.9665118967601,331.6489676276464,right
254493.603,-6.745060158498482,-13.660278480693291,14.219456654580853,74.09085821441188,238.74263579443655,right
254493.596,-6.668590670085104,-18.070164153736293,11.2213124740617,35.98682949153687,-372.9216323553853,right
254493.6,-6.6396582032462295,-22.19245225666594,7.546018664171887,-5.241195108513208,-338.9316838014782,right
254493.604,-6.666407549439453,-25.88470791049025,3.699918583010012,-46.210086630233874,450.8527863370221,right
254493.608,-6.753643416270743,-29.007658588053385,0.1618454438578737,-83.02135781063086,404.8075679361268,right
254493.612,-6.8902836341635565,-31.41053123729221,-2.6282732419621158,-104.71959489911616,-516.9243543713005,right
254493.616,-7.052419904072745,-32.94447230663404,-4.343752490929909,-103.65324921954364,-459.3042112669602,right
254493.619,-7.220102082312262,-33.49917657054098,-4.883258886439785,-86.7282119735482,490.6193517924144,right
254493.623,-7.381855826418186,-33.01589357128265,-4.390604289492691,-66.40600843078172,492.6317438277972,right
254493.627,-7.524735554119822,-31.47311283088556,-3.176520860442932,-45.20770481627184,-333.98975386117155,right
254493.631,-7.632102659750517,-28.884188151295028,-1.653592199674599,-17.648302854529327,-441.81413680894974,right
254493.635,-7.694057551319197,-25.3149935930402,-0.311321881208535,16.869368187350936,161.06878809410767,right
254493.639,-7.713319363973764,-20.890801624872545,0.3428306331688887,51.4986911868413,348.7670089212139,right
254493.642,-7.698983616726198,-15.779468566787187,-0.1018398780194132,80.17260867910873,-28.06668771108477,right
254493.646,-7.659221163679241,-10.171333328536663,-1.8567721487630309,101.25343594622936,-264.74780324170814,right
254493.65,-7.603231449880305,-4.274479018959132,-4.901952824501821,112.12759744323056,-139.70395510035664,right
254493.654,-7.545532019185022,1.6866667367010162,-8.995415882303057,106.7393132870926,299.37200689448434,right
254493.658,-7.497770393672613,7.494547959450483,-13.661060127140136,83.70406083638996,308.80296500281594,right
254493.661,-7.455554250820308,12.968858997064372,-18.19471562146661,50.8048291828144,-533.7502287701725,right
254493.665,-7.402856975864516,17.96410581616961,-21.784082165506213,14.034561769143767,-409.9069956103517,right
254493.669,-7.328212740970207,22.345550206249456,-23.693054296199136,-30.558485495337504,636.9309907621462,right
254493.672,-7.22531969235474,25.992109983776835,-23.36531561781158,-84.49402144071186,498.3908093017691,right
254493.676,-7.079137756310845,28.823448716376305,-20.44570652223687,-133.18390394104864,-460.1922709960117,right
254493.68,-6.865535880789631,30.80154851323321,-14.841444805937012,-156.0455524380895,-591.4992588480444,right
254493.683,-6.567117281880792,31.903141687012216,-6.820154065102334,-145.9763979969348,338.17901366292193,right
254493.687,-6.179642183852096,32.10887566823093,2.9833190933876814,-110.05722729447118,531.9189025408259,right
254493.691,-5.704377934894903,31.41725042905816,13.668553729745074,-57.45701156715229,-298.1353943565784,right
254493.695,-5.144802790032349,29.85054909446948,24.183206906733723,3.9517433084960016,-283.3952435351349,right
254493.699,-4.512333986974658,27.44470896036845,33.41636660239643,63.35780775599879,129.10369408961074,right
254493.702,-3.8268563746253457,24.24819719935872,40.32380514849267,109.32482600677588,255.58797482092007,right
254493.706,-3.1036086539768624,20.34378712155383,44.102149758683794,138.2228689122149,74.35477786650345,right
254493.71,-2.3424853818099427,15.863910446960992,44.31650064599072,152.58100548302792,-621.7738531611124,right
254493.714,-1.537645879581874,10.968572086410472,40.89396315475763,147.7652393670266,-186.34918622772705,right
254493.717,-0.6921863926789602,5.814069825789778,34.06114283461035,110.82550886332312,815.0653420488704,right
254493.721,0.1870928959101203,0.5567785113735868,24.343304741273723,40.0272318306822,305.9594396313039,right
254493.725,1.104556556077096,-4.626853532242928,12.573512669810412,-43.19140919975064,-610.3682878834555,right
254493.729,2.072849331977712,-9.552225405835014,-0.2095051227666537,-110.03041106613408,-457.256426018813,right
254493.733,3.097430932540112,-14.060047758621526,-12.93288108453975,-145.3819414499929,450.8635826612779,right
254493.736,4.175375082787831,-18.023402778283707,-24.59175450551861,-147.61612662618404,483.9229278237018,right
254493.74,5.306753446525339,-21.33177099865821,-34.28510484263275,-118.8831099170584,-444.9798088007127,right
254493.744,6.494802968851019,-23.894030339231264,-41.28982070866254,-66.96336394604008,-380.0178758941136,right
254493.759,7.734396284593546,-25.66052190590522,-45.16405922439107,-9.823351662852431,349.6388695286973,right
254493.764,9.008454746011555,-26.629106324900302,-45.78174179935255,33.342501688036464,308.1753161408747,right
254493.769,10.2955307462849,-26.8299325053052,-43.28623016240898,55.60583320784461,-150.12034114033932,right
254493.774,11.57465671837977,-26.314029608551785,-38.035180404201554,62.8535230543931,-267.52531757025906,right
254493.779,12.821417389901068,-25.1564929398261,-30.569576002262885,63.06272644494237,-29.838031091329924,right
254493.784,14.005932615997896,-23.455516183885663,-21.562452130197705,60.11845644616015,318.8656882844867,right
254493.789,15.10378084183705,-21.308819171556685,-11.708662352321996,57.744205667336175,155.41023648725215,right
254493.794,16.107599035732818,-18.79030953023389,-1.626439432013285,59.597546717466855,-575.4600640220779,right
254493.799,17.019867918318848,-15.961185547913686,8.138011992611876,59.30846030117576,-254.3783811766058,right
254493.803,17.838168193931033,-12.894478443325893,17.064671001562548,40.12957617612789,710.5304511780165,right
254493.808,18.55810994942143,-9.668430277285456,24.692400041170316,-5.658330660373352,371.76993332407136,right
254493.813,19.18728550043954,-6.341266818771396,30.693311271715125,-62.83329041981335,-541.5855591825638,right
254493.818,19.74326089584909,-2.9549850577269643,34.86364099941134,-106.53482634351846,-499.3027050315574,right
254493.823,20.23756706276229,0.4364207786776264,37.05047304866121,-123.39941667366772,398.6847214248375,right
254493.828,20.671013069905285,3.759654012835045,37.138722051300206,-113.30132573565224,478.5715063245554,right
254493.833,21.0410983909306,6.936898240623965,35.099599180414735,-80.01471764110666,-363.91757673062295,right
254493.838,21.34254421090079,9.88908382860221,31.00872513166563,-30.267772292300087,-250.45095000394437,right
254493.843,21.56068956518784,12.52740487867364,25.031451779038385,23.555872858711968,253.8499542981765,right
254493.848,21.671656715247064,14.757480146308922,17.436287227029045,68.56708875688314,131.1360748063497,right
254493.853,21.65103211096164,16.49845692358499,8.635912997999757,98.99481948378916,-82.52669205256186,right
254493.822,21.47983886657644,17.696457112830064,-0.8040449997686402,115.10277064781512,-255.9515025607256,right
254493.826,21.14079773840541,18.31992504498831,-10.22050163574326,115.2780999778428,-79.80770471786511,right
254493.829,20.614428886039644,18.35390342002226,-18.922844789671213,94.94387070787072,420.8592935854971,right
254493.832,19.88874731847864,17.816813612384376,-26.21315259585914,56.42122579608228,230.09771273275663,right
254493.836,18.97159507727572,16.77943992443288,-31.408743670056804,12.130375768387534,-608.695073706326,right
254493.839,17.883269896310075,15.34717312562611,-33.95928113403436,-28.866134269752923,-346.5246224936766,right
254493.843,16.639610677719595,13.62495843500633,-33.59033365700573,-69.04917258613506,709.3989236101359,right
254493.846,15.253707539641178,11.715167313495236,-30.33135854909164,-108.98053718063233,446.4728099013505,right
254493.849,13.750930626590955,9.738409351675616,-24.455192927754613,-134.95239921177364,-570.2794081156578,right
254493.853,12.167961629988238,7.825681135621908,-16.4657665686921,-131.1920822604498,-548.5541551128481,right
254493.856,10.536106239523368,6.083651364622048,-7.12595876180244,-98.27669394098513,401.3926592169909,right
254493.86,8.875292489570892,4.580588314460616,2.598214957438284,-50.24019428449277,509.5665123032571,right
254493.863,7.201556392723584,3.3577982806642623,11.679368062572973,0.3012435084504652,-307.1581011162141,right
254493.866,5.529180911444845,2.4331848559969,19.154542161793803,46.37049713208479,-271.0624739649283,right
254493.87,3.864469300365808,1.7917920027928034,24.20922260185963,82.11606503638991,158.942469896503,right
254493.873,2.204672894107514,1.3871025971649886,26.270060097428274,103.21323558834293,188.2129715152477,right
254493.877,0.5477304388968933,1.1621711822812664,25.116004233074957,111.594186059174,15.946358078883872,right
254493.88,-1.0997814909084738,1.0673585042518137,20.93553471666424,112.5582412636082,-417.8574996810365,right
254493.883,-2.7288000924665523,1.0529456516360207,14.272503451126084,104.21855577730103,-137.9383680421022,right
254493.887,-4.336567668822623,1.0573200691961246,5.923194351559111,76.85070704071303,587.8927712193155,right
254493.911,-5.919544048107089,1.0229097605894448,-3.123629631949842,27.98483655610412,253.09471007130168,right
254493.916,-7.460526760099912,0.9209963738390172,-11.747219632254565,-29.05370396693696,-582.29124027589,right
254493.921,-8.933895005695799,0.743297359429204,-18.85238525328328,-78.12457895665355,-385.7126454633104,right
254493.925,-10.3216939738987,0.4742968873424953,-23.56574802154202,-113.79805306242376,559.4898978725428,right
254493.93,-11.6142339091974,0.0911529147665973,-25.33120685020045,-134.93054943675892,446.3953954383093,right
254493.935,-12.798652285038772,-0.415487683004946,-23.915719205650213,-134.69568421794662,-489.92533899732086,right
254493.94,-13.859455708645449,-1.0422382862305877,-19.433151579708756,-107.47977998979007,-382.6514238871424,right
254493.944,-14.789870948018756,-1.7925566087409393,-12.374630979007774,-59.73576137875398,354.52523542632355,right
254493.949,-15.594091324269948,-2.679727889755944,-3.5536721499621287,-5.70200439393449,287.94410927853176,right
254493.954,-16.279385949509155,-3.711853647204678,6.027273970314441,43.81352383968392,-210.0018657800264,right
254493.958,-16.85270090044238,-4.885064164304663,15.30595790077019,83.31422160404722,-227.3227588798959,right
254493.963,-17.32532087487781,-6.191155972455585,23.256576370890173,107.59948964303116,57.82096280886519,right
254493.968,-17.71369421646154,-7.6186643452885106,28.996222338968067,112.45742347577276,301.6890971681368,right
254493.972,-18.02798388854844,-9.13334148171718,31.922968516107307,101.37997738734848,79.57461510013914,right
254493.977,-18.26252262646308,-10.663903651028726,31.804506175715886,83.38010695153459,-586.3460978913595,right
254493.982,-18.40545272344614,-12.122921883601215,28.73801254892182,59.55499210214072,-182.62870691130823,right
254493.986,-18.453551275597345,-13.436783736842454,23.058283169931016,20.74345338974868,744.7732011293585,right
254493.991,-18.40799582058267,-14.541692262173374,15.312663949566394,-34.74991334144352,316.3173041848737,right
254493.996,-18.26031924296078,-15.36272699030091,6.258705436160918,-89.65135373612495,-589.0978904635724,right
254494.001,-17.995430730038475,-15.823227459731438,-3.2333977093634148,-122.1549079639668,-470.0345448632985,right
254493.998,-17.607225792255342,-15.875419931274262,-12.33575996459257,-124.89465737737468,454.75020057985614,right
254494.003,-17.09971347217727,-15.50405945706988,-20.337873702224044,-102.5492063622005,507.6597023401328,right
254494.007,-16.474669167671227,-14.705479271846698,-26.645911240329987,-60.40189424937436,-444.40206507201685,right
254494.012,-15.730566750995608,-13.485942318939385,-30.81991971114868,-6.111883017767932,-424.5251664332958,right
254494.017,-14.87426718916376,-11.881274408853985,-32.648551247670554,44.244701889795,347.74042368543473,right
254494.022,-13.92493259339868,-9.961209641296552,-32.16210008856033,73.90300348835831,346.4152792271478,right
254494.026,-12.906164574508404,-7.8118865722010895,-29.570634405017508,78.6616475527654,-154.9115764571646,right
254494.031,-11.840989269553152,-5.522931501724423,-25.203813764386418,67.27819316100289,-281.5258968714841,right
254494.036,-10.756234889639444,-3.190783021750875,-19.48754404371133,50.30134796554688,-24.389393128201903,right
254494.04,-9.684899512711258,-0.9182250421245676,-12.908398247109748,33.7207952996564,333.8708903237156,right
254494.045,-8.654731875384432,1.2096248587184817,-5.922042138436443,23.092690384823,163.76117594342887,right
254494.05,-7.675940683889313,3.148858796901714,1.1225685968106582,23.34338968091487,-609.833092166321,right
254494.055,-6.748570144481725,4.883844517348436,7.949935636781381,27.85409374232603,-270.69654567375414,right
254494.059,-5.877634396612388,6.400000155797171,14.283546276917496,17.842747451798118,749.113453957849,right
254494.064,-5.071064720613828,7.686596803619975,19.852251356522046,-17.67086817457088,325.2139777340488,right
254494.069,-4.328702689284042,8.75458936722226,24.437518580511068,-67.34885656960333,-558.9530077492582,right
254494.074,-3.645557624924767,9.628722021546782,27.85608737089988,-108.33926765388328,-300.19169801174314,right
254494.078,-3.0231304353295805,10.325684937020842,29.91400559957045,-123.97899009009625,394.1283570354476,right
254494.083,-2.467367759811495,10.856274541217754,30.43213699888536,-106.995329871919,282.1258321831972,right
254494.088,-1.976951292389572,11.244352738694136,29.31789208237381,-56.79516390199859,-377.61641518108434,right
254494.064,-1.542782564199537,11.525645704521592,26.58119312983117,15.3165810486714,-359.9193469441353,right
254494.067,-1.159462767057707,11.72574095313306,22.293946220655744,83.11663046670462,292.34231059022346,right
254494.07,-0.830567502739769,11.850029006278296,16.58015622927428,118.80394787046023,395.0981924954178,right
254494.074,-0.562461865158177,11.894682278910125,9.656674575162306,112.20625831759752,-89.5483546056133,right
254494.077,-0.3589458742318655,11.856534157135751,1.8605495894401105,75.17721889646114,-276.4845297929304,right
254494.08,-0.2247186625367774,11.727767614447645,-6.376159271465697,29.08609151857372,-100.68002053177324,right
254494.084,-0.1688184428227614,11.491136243711557,-14.561978298330011,-8.035027899974,274.94004255722336,right
254494.087,-0.195582920466893,11.136969558724262,-22.13819921043939,-23.895317571496225,211.73226762263835,right
254494.09,-0.2934045004549105,10.682826222893985,-28.480308262545385,-14.058390272840816,-555.6012758906679,right
254494.094,-0.4418071204455692,10.159878805321048,-32.99631500880339,9.240366180902903,-298.97165948603055,right
254494.097,-0.6273019239991384,9.584109069529696,-35.2601449551661,19.41076996564741,709.9128133903837,right
254494.1,-0.8414574652471956,8.959434859737959,-35.04718976155432,-1.0340389150592115,431.7935521404594,right
254494.103,-1.066123505701634,8.303187164583537,-32.29701683436108,-42.38189082391066,-540.104871697269,right
254494.107,-1.274116866781457,7.643853802396575,-27.13327496369761,-79.74929249342226,-557.0865214469271,right
254494.11,-1.4451252138932489,6.992548661310723,-19.929726728537865,-96.51142751555987,385.0197153197498,right
254494.113,-1.5697632278552909,6.336506781097529,-11.29222683246891,-88.73918192188964,549.3165376588694,right
254494.117,-1.6384116708502905,5.659981901471055,-1.948999813877449,-56.74548506526979,-331.9920782969188,right
254494.12,-1.63775910633378,4.951681742531069,7.334415918121289,-5.853691381676439,-435.3055692379064,right
254494.123,-1.5610181485427217,4.188639628831488,15.78417629620422,47.749762195894654,194.1656825039492,right
254494.127,-1.4145002067490269,3.327529698092325,22.66839961299271,83.45926154399453,349.13326136926537,right
254494.141,-1.2118274886134202,2.318467435005268,27.39940709064481,91.45132153548909,15.623857253614704,right
254494.144,-0.9663319849861078,1.1219125125607297,29.625869900686183,78.05370733067608,-284.0140057873425,right
254494.148,-0.6929500646683472,-0.2915521736172456,29.25527553570786,55.79904669012999,-193.473250701718,right
254494.152,-0.412906691368298,-1.946664938001724,26.436966146160824,33.13351857140612,321.5897847545903,right
254494.156,-0.14528915122323,-3.846836157528698,21.57539249229329,16.147765941490224,316.6516576412747,right
254494.16,0.1065815635294431,-5.950527812806087,15.33167691293525,10.452040523116246,-569.7995045666578,right
254494.164,0.3504094477554504,-8.182108865010752,8.512364809627272,11.62486300948261,-398.0868832295711,right
254494.168,0.5888521590287851,-10.463483149788122,1.8987101443177887,2.233959254308968,694.2913344426472,right
254494.172,0.8191385998776426,-12.718266028467628,-3.8426060075611104,-29.98093456356879,429.5654281769784,right
254494.176,1.0446083692813557,-14.85553081834048,-8.179467832744365,-75.6586221515687,-506.8114536107309,right
254494.18,1.2734758044452783,-16.77652125915254,-10.773098492641136,-112.52920937300308,-391.4239287674287,right
254494.184,1.5063061154416797,-18.400722896952907,-11.55783082513151,-124.31355594489644,319.2933591387067,right
254494.188,1.7331735164952,-19.673725942283934,-10.739839341721062,-105.89068522392384,324.28991889117447,right
254494.192,1.9419893042505636,-20.554534042701352,-8.714421791273269,-58.81938793020306,-223.17613391817105,right
254494.196,2.122349336445283,-21.010257445201194,-5.985010916313555,8.215136183722157,-263.9249138194199,right
254494.2,2.260356560001453,-21.02601423804725,-3.112678852491155,76.66327561506145,66.54649071550969,right
254494.204,2.335892887060873,-20.609609510468765,-0.6504829265932898,124.55632992999752,282.3733363142518,right
254494.208,2.3310076535978226,-19.776288199141383,0.9641436805695748,140.2479946607747,110.29798382569768,right
254494.212,2.2391860279759683,-18.53246235736804,1.4971672111217271,127.1111219265623,-422.5901593380075,right
254494.216,2.060701228168798,-16.884407534499363,0.913629967078181,93.24361724290996,-222.06876427904425,right
254494.226,1.7928281460713005,-14.855723258222977,-0.6725835729978755,43.59332244159914,526.8052426474222,right
254494.229,1.4349237187005364,-12.478411969022645,-3.0005742974544143,-13.31911693316078,315.14961179460954,right
254494.233,1.0010847460955312,-9.77127222997458,-5.652352493075769,-60.844890224307946,-541.4275307067546,right
254494.237,0.5159456505116289,-6.748542996073394,-8.137171385412474,-86.83911399865697,-425.9471206209281,right
254494.241,-0.0014772079676561,-3.448927979410795,-10.029855670345558,-94.86490040080892,533.7089818262496,right
254494.244,-0.539347190546754,0.0623177249644477,-11.027937242893293,-94.0685327142942,481.5657109499457,right
254494.248,-1.081332914672854,3.7152511671184967,-10.933190837153324,-84.62392087213159,-455.0900529592087,right
254494.252,-1.6059963439409273,7.4379681551301,-9.669427473638958,-61.90023480391379,-426.70088090805694,right
254494.256,-2.098555586777331,11.138483638147076,-7.336330539051869,-28.597825263758967,301.23268939093407,right
254494.259,-2.5551877428311225,14.701106160518703,-4.204436677404052,6.279128665224249,333.37635886165697,right
254494.263,-2.975917099727728,18.003813071944005,-0.6393618247712396,36.95094523590801,-137.66812204330716,right
254494.267,-3.360026537872791,20.931410921082552,2.9700192254062445,62.44948406242632,-261.0311164747811,right
254494.271,-3.710548112825029,23.372801901985653,6.242820056793593,80.28578181254997,-21.211881702111803,right
254494.274,-4.03704986284374,25.2213048357924,8.841936677699383,85.57487977773042,324.8568988317463,right
254494.278,-4.345237320388307,26.39731818635492,10.55650077363311,78.8393366909428,161.78947128177043,right
254494.282,-4.625835788767956,26.8701861567868,11.361757566061812,66.79943591219299,-597.8536410179072,right
254494.286,-4.862739584307443,26.644288249720127,11.366402919780702,49.9255778997871,-265.4817430055367,right
254494.289,-5.048530342594267,25.73153492978985,10.71604472591346,18.506831862954478,741.1876157928516,right
254494.293,-5.181196437189829,24.15659887217628,9.580596022488898,-30.559826575642564,379.9964522632703,right
254494.297,-5.249269037167768,21.981292378793057,8.188991956687982,-81.20857204528828,-573.1778000434687,right
254494.301,-5.233385759949161,19.298650687445942,6.78400594610452,-111.70159044456106,-507.9072628097018,right
254494.305,-5.121790516762042,16.20223027821287,5.521234493924761,-114.25036228259742,425.48877671067214,right
254494.309,-4.912499993171585,12.779280192346285,4.44624068306194,-93.55848302849624,527.8364513276463,right
254494.313,-4.601440903851019,9.128526199248936,3.549306405734812,-55.016019507134914,-406.2474042574624,right
254494.316,-4.180894410423645,5.359507694969105,2.781308502964035,-5.486486962725396,-434.3587931577975,right
254494.32,-3.6515049417981102,1.5685168618908214,2.018814797658467,40.38264632438044,295.4784343053867,right
254494.324,-3.0268387069447917,-2.1712364162808484,1.0768123582052798,67.15241369773358,413.0326254381016,right
254494.328,-2.3227578429552125,-5.792136021168044,-0.2044337981934575,72.59450987603664,-69.84626775112875,right
254494.332,-1.5487538655625972,-9.218358639805604,-1.890087863180477,67.3920398878312,-483.98556642340026,right
254494.336,-0.7144442365910901,-12.378857912213135,-3.9633454166788966,59.94808168786285,-123.07991142951778,right
254494.339,0.1620718007061665,-15.223061003506832,-6.355377715757514,48.83203437106303,528.8143086786602,right
254494.343,1.0622277580913646,-17.707520065683916,-8.911661006527748,32.494334630105115,246.50606707886655,right
254494.347,1.9801181670830803,-19.774349203148454,-11.354411668268304,16.206587757318715,-581.8074497340137,right
254494.351,2.917368908746874,-21.36250927993685,-13.346071477107552,2.4218976004555173,-343.80674981280345,right
254494.355,3.868537427689851,-22.4353400132778,-14.599334661511548,-15.918612166809355,618.6033094942246,right
254494.358,4.823695261177173,-22.9771404272851,-14.902762053025352,-42.77669021484828,427.38952236991616,right
254494.362,5.782991452195691,-22.9688107108758,-14.0885837748191,-67.58095618151528,-549.6319137162186,right
254494.366,6.755489818810728,-22.39149728124019,-12.06882231594135,-76.43268252708648,-497.5811694789576,right
254494.37,7.7435274388409425,-21.254975431292564,-8.922332565388492,-68.37338207801102,437.0492272982613,right
254494.374,8.739129388439366,-19.60339661320612,-4.902921009915265,-51.400273862200926,510.8553661668116,right
254494.377,9.73535411253028,-17.49389453801215,-0.3606422679343716,-28.87379988806311,-312.07390371369104,right
254494.381,10.730316478726523,-14.98777735209752,4.312962515610581,0.0560414790225305,-439.2632358078736,right
254494.384,11.717632693992318,-12.164956222148946,8.68545103320294,30.50316455753221,140.59935585885546,right
254494.388,12.679728096778714,-9.132142597515818,12.305830481471016,52.04580068594362,352.2346337479473,right
254494.392,13.592967996283718,-6.00930027213588,14.78317866781386,59.217868371208695,28.38354382149823,right
254494.396,14.434838191034226,-2.9123202523535747,15.86508028755659,56.05580116717751,-264.1502052230313,right
254494.4,15.182549064457064,0.0490225201077485,15.459962293551504,48.92184519841215,-159.8516269188959,right
254494.403,15.809302728546673,2.768804264671015,13.630501460456268,39.99820396630557,284.2935736471319,right
254494.407,16.29261732773457,5.162992471269466,10.619572353818402,31.212159581969047,276.6443355282014,right
254494.411,16.627148833009944,7.193293759376894,6.867225698109371,26.77430509625763,-525.9599603373838,right
254494.415,16.819954762468186,8.858008612279914,2.922704555697665,23.72713705740829,-385.0094535695847,right
254494.418,16.874559545997776,10.162358238599705,-0.7005813800337626,7.919031818139809,651.9291045891948,right
254494.422,16.791159817629723,11.11696676290963,-3.587581918936123,-29.332225492374835,500.2101084569287,right
254494.426,16.58131567724783,11.760881527597196,-5.408319510867946,-75.41708289689204,-480.4745230161126,right
254494.43,16.268508187675963,12.158596029942911,-5.958036639111403,-107.19649605002267,-608.0864336093675,right
254494.433,15.871735828465177,12.367316927800603,-5.2513450279937,-112.85598538785534,335.11544257618783,right
254494.437,15.398295637818858,12.421568363916998,-3.540568125145204,-94.84140213177706,556.2493680832148,right
254494.441,14.85155471761254,12.34529458722226,-1.2355078017106222,-58.596813397487225,-263.22433291711866,right
254494.445,14.235456552746909,12.158954253802722,1.1806096533613115,-9.151926401181496,-299.5030269726652,right
254494.448,13.549363170336306,11.870452493497956,3.201162928586636,44.05285505544906,69.1666815356069,right
254494.467,12.786216442831222,11.472836704240546,4.363457387985667,88.5097466204547,249.0456007944751,right
254494.471,11.943952134797934,10.96536009837299,4.363491869305629,117.7121422325087,133.98870243095774,right
254494.475,11.035907637273898,10.371723386677283,3.1366839257437844,131.93625640812928,-598.3534097952631,right
254494.48,10.081720911424044,9.723241090500611,0.8184651798153295,126.65128713542352,-215.3955719018471,right
