timestamps,Delta,Theta,Alpha,Beta,Gamma
254453.967,-0.0015544949797418677,-0.0026116341639043665,-0.006185665575897706,-0.5908310398778392,-63.51827869940727
254453.97,-0.014309677684618874,-0.02377479063437183,-0.05489345504536162,-4.454719101715615,-82.44373326282182
254453.974,-0.06317134837223846,-0.10325973408585656,-0.22952967303129063,-14.52620947725859,272.3671666096314
254453.978,-0.18412182894735246,-0.29409935117897335,-0.6185542953166197,-26.388865139025388,279.3420229370969
254453.983,-0.4123639447168793,-0.6385350563824824,-1.2428561167982193,-26.502013707520007,-436.09520967056085
254453.987,-0.7797675990411875,-1.1610675482412294,-2.038551529726161,-5.042491840743217,-358.7865930063366
254453.99,-1.3217663582114827,-1.8787279283284952,-2.8946741043608326,31.232896865212787,284.8870436151391
254453.994,-2.077588764098281,-2.800164026369343,-3.6690443260034784,63.75553991281987,321.83133624866025
254453.998,-3.078529808278506,-3.905038504336166,-4.161566413907695,78.24351643452496,-0.12092800357030456
254454.002,-4.339789569583621,-5.131881441489755,-4.119561463974803,71.20341589732625,-450.9165090960414
254454.005,-5.868826634325908,-6.396718772944769,-3.3261107734005533,42.6455552813991,-142.64637982785894
254454.009,-7.675907677578627,-7.616151477194066,-1.690327654142837,-6.27835325310573,634.5592571174033
254453.967,-9.769177224519465,-8.703509528978026,0.7488547812353499,-64.2538423258453,134.49543694072753
254453.97,-12.148517737051929,-9.563303163559647,3.8404451342552113,-109.94953682919554,-663.200488587347
254453.974,-14.812370120562017,-10.108333692497816,7.299162071951635,-126.50722822662473,111.92132197067124
254453.978,-17.760300212305573,-10.268725788065716,10.723443105987775,-108.73352659449594,525.4473934101176
254453.983,-20.984915553566854,-9.981876684505476,13.676127938751318,-60.14636525997749,-430.75612760654224
254453.987,-24.470919695970714,-9.194622723644976,15.738773816266885,6.094369426478314,-270.49428018583893
254453.99,-28.20348800556143,-7.880821217456232,16.527270309863532,67.00935474451498,341.72624149156513
254453.994,-32.16984893492783,-6.0456032882253705,15.739016500982945,101.36564015308036,228.64062239007262
254453.998,-36.34877641745969,-3.707578483696328,13.244325378158896,104.3702835352641,6.180891873961957
254454.002,-40.70352151711721,-0.8870444737749758,9.138780579035828,86.79800099179754,-501.01165879195014
254454.005,-45.191132935255794,2.3774424692363403,3.6974467095689763,59.13869722859528,-162.8496506342914
254454.009,-49.77385052273235,6.01031109324942,-2.6945319622617285,23.982421921749328,668.8638548484525
