timestamps,Delta,Theta,Alpha,Beta,Gamma
254491.42,58.56360001354717,15.58590511118831,7.669152769297833,-27.670808041756096,632.6691599749986
254491.424,58.315245692251985,21.04355279366978,6.369068646601724,-60.56721136984449,477.99670000515664
254491.428,57.870470758431075,26.542396525186632,5.056458217012846,-88.10279476781525,-494.84570331336073
254491.432,57.27229727525194,32.00615303606025,3.915321233266637,-95.2692818775034,-580.1075275920222
254491.435,56.559339563843174,37.332085909041915,3.0107691133623624,-80.46339681734706,377.02623550877354
254491.439,55.75884107929878,42.38240731535243,2.2695622147634515,-53.398056492817126,534.8063885362156
254491.443,54.89373811195888,47.00211025818718,1.5448993801245412,-21.51592501913871,-307.63733221964856
254491.447,53.98509351666521,51.029882435710924,0.6708472830363114,12.786581677374098,-278.9873332429994
254491.451,53.045874377144216,54.294932814386144,-0.5179110515744199,45.97117435177995,135.05632314282562
254491.455,52.079289454081014,56.62277076617153,-2.1462841561057227,72.7590222441761,193.0458947058225
254491.458,51.08853015840138,57.860910565947016,-4.219644950594207,91.72698031198271,60.49381452626113
254491.462,50.085448958291074,57.90129305720272,-6.5750825157851285,104.33288988072388,-448.0373165271918
254491.466,49.08405758363532,56.67442205475053,-8.928193235908195,105.39177155992044,-181.7837697754792
254491.47,48.09002710264225,54.135473977949424,-10.95431643476381,82.75637896516089,626.4540383767522
254491.474,47.106914206578516,50.278520418069,-12.304442007417865,33.44177796587944,304.1601477408267
254491.478,46.150212478805145,45.1620456742769,-12.598944920806085,-26.81293802361487,-583.1044095641931
254491.481,45.24376986447193,38.90084241540489,-11.50984455283119,-77.61054077499185,-438.6255320117408
254491.483,44.40425343193998,31.635441296948365,-8.887719622187578,-110.44597611593842,530.5096938345243
254491.487,43.64035593355726,23.526673095717676,-4.798074247354497,-124.56927952693586,465.0774087620848
254491.49,42.96424527448262,14.770555961336868,0.5213016113675529,-116.71055658958316,-474.5009684611364
254491.494,42.39112978520376,5.591068069401751,6.670193146688241,-85.76321807049311,-380.46635483044736
254491.498,41.92723035302655,-3.787707868756791,13.068943707334308,-41.35759437915179,343.69046214499184
254491.502,41.568569672710076,-13.150050921601377,19.016711620730266,2.8035221078548602,405.8952717862628
254491.505,41.31487118842728,-22.2707676899122,23.830558640098072,41.849125903669176,-187.36134523062367
254491.509,41.17615782044238,-30.911058538109575,26.94649533032262,77.0299303007796,-605.7988048886035
254491.513,41.160721661926104,-38.84719401987077,27.926675694614254,101.98609865722169,59.488740252659184
254491.517,41.26507118824765,-45.89454128590613,26.469099251677573,103.50628060366,700.8916543542911
254491.52,41.48319372805306,-51.896511009958864,22.49183371533082,78.66116236688137,84.96340224730385
254491.524,41.81876166836558,-56.70804052357198,16.203421706114817,41.108079759975226,-608.0103708170366
254491.528,42.27864960669071,-60.211440618665165,8.05815171038456,5.881851225531869,-265.35356968179076
254491.532,42.85930967351337,-62.34316075792757,-1.3408797340844885,-23.057017979880925,547.559789130898
254491.535,43.550957065344456,-63.0874138925041,-11.27121931118701,-44.939211635423916,405.0414334789437
254491.539,44.352639960597394,-62.449866189137495,-20.88862484720643,-52.982009717326186,-551.3509366638465
254491.543,45.27081405379916,-60.459867712532535,-29.31535753545428,-43.645899312004154,-493.9869177169395
254491.547,46.30351984605458,-57.19655874072224,-35.79331575645819,-27.426780350227226,488.82947210309146
254491.55,47.43602445175274,-52.79271874304469,-39.76854090915394,-19.287994791860253,473.28761945559927
254491.554,48.64854396123065,-47.41566680959876,-40.90009234137138,-22.81259748384945,-362.8012544397749
254491.558,49.91670955978769,-41.25962882155525,-39.08084517000376,-30.33342489619473,-261.3846075846594
254491.561,51.205154363375755,-34.54890118516966,-34.46538428190836,-32.6446673639788,247.4034430784841
254491.565,52.46861507469292,-27.526822924101488,-27.43994039515065,-22.978504087960545,127.53774387251443
254491.569,53.66124982217427,-20.43035042850477,-18.540030567283736,2.89633810071076,-135.37358701997962
254491.572,54.74215875219513,-13.472383652833553,-8.381263304979296,42.35518222863085,-243.21460227307088
254491.576,55.671574070915234,-6.841839233124723,2.367295778300992,81.10770265907954,-13.859239471767534
254491.58,56.40728657687371,-0.704553423080444,13.01085828068346,99.00863835986102,370.7259571101798
254491.583,56.912301418452856,4.813764979533277,22.902891536633312,85.74141361387845,175.35251427164133
254491.587,57.16522316149586,9.646656475278894,31.517634444169165,48.36378100980427,-436.4613141454918
254491.591,57.15589848999754,13.777485512906912,38.441172828887105,0.6996949025717754,-310.4099743537686
254491.594,56.87341117196503,17.21504591939222,43.32335682205944,-47.925232730597756,513.0188215996623
254491.598,56.3094258399356,19.995022195610257,45.90010768738696,-88.12920846320267,414.43229916217325
254491.602,55.47173770245929,22.197664692812385,46.05663204339743,-105.46908283390728,-557.7956711211054
254491.606,54.381775219260554,23.93571423233711,43.81028882613591,-92.36296565614012,-475.61465566876785
254491.609,53.058699793418825,25.3186967691055,39.235231513233686,-59.41745393651456,509.7291113459031
254491.613,51.515463518575324,26.439286510649026,32.45197651077026,-25.166208268472328,430.5263769845836
254491.617,49.76665439696855,27.38149143896195,23.67702366870808,0.8395750498432804,-367.7062087444744
254491.62,47.828684915491024,28.216525452453745,13.23732488774877,19.310540495051864,-262.87099730009487
254491.624,45.7117822827411,28.985984992915128,1.545732422770571,32.86145831372653,199.90319293484885
254491.628,43.41914792607256,29.699606659423843,-10.894752354580294,43.93906780655064,224.99169477918977
254491.644,40.9575095538813,30.354289841625132,-23.44839686357067,57.63017143719679,-48.41365462673459
254491.648,38.34443243399038,30.947732311112226,-35.34256301821917,77.15249531908248,-441.5286984114797
