timestamps,Delta,Theta,Alpha,Beta,Gamma
254409.028,0.0001325191192474391,0.0002226391617260797,0.0005273217120413512,0.050367746470085996,5.414868789577292
254409.032,0.0007528391720265946,0.0012421141255766837,0.002821134829890241,0.20224573841210916,-12.05575319541345
254409.035,0.00145750325610072,0.0022838794745266753,0.00455291748854271,0.04114255921449619,-32.807765869724626
254409.039,-0.003142739551445234,-0.0057796419937067274,-0.016159883621046228,-2.296441098772161,-56.272316167131166
254409.043,-0.030932403500441342,-0.052140858026131574,-0.1236357580044349,-9.9522035134352,58.6835497245893
254409.047,-0.11409894760262837,-0.1864150528445861,-0.41205560837210414,-22.2231334848146,342.13117463816104
254409.051,-0.2875952813005349,-0.4551389544664519,-0.9318924158423935,-28.239865969655416,17.256889301482442
254409.055,-0.5769022581761709,-0.8780348921440023,-1.626956590103935,-13.0566190415949,-600.8954231499772
254409.058,-1.002399700556095,-1.4547251066051488,-2.3642268423851025,23.958664948250775,-235.9633432979925
254409.062,-1.5905203592953243,-2.1838743055444305,-3.003158755671789,62.43212458689834,578.2806144648681
254409.066,-2.367795009197534,-3.0528515572672554,-3.391890482950749,79.46107591223165,468.5565094355881
254409.07,-3.3442853706654305,-4.010500133954234,-3.3262639924909294,69.07639344753186,-538.2371689421014
254409.028,-4.513165329711923,-4.9704296745317516,-2.5939683698191356,38.215262086656296,-482.8152698550838
254409.032,-5.862972366403264,-5.837790991626337,-1.0753591985700308,-5.673969540685635,519.4926941225456
254409.035,-7.382237886493414,-6.52287414032233,1.2052781446944567,-55.03795582031182,171.73508091949134
254409.039,-9.060151225872625,-6.947251902345864,4.069367076080611,-99.09475158924481,-313.96335404492055
254409.043,-10.893119429025624,-7.058975014940995,7.17492849954769,-126.85067074871147,139.21946074001053
254409.047,-12.887690281006858,-6.8395695727120325,10.052218101448089,-128.92840547441222,259.2695101489564
254409.051,-15.050050203840934,-6.286265318683221,12.216697977364197,-95.9443593717925,-47.72625646207858
254409.055,-17.37474092450053,-5.392797035388833,13.283135786716652,-24.576038155544197,-508.94531576669544
254409.058,-19.84990285399989,-4.159254607272911,12.99242861936114,68.6194291219954,-280.7893787631219
254409.062,-22.46921959913658,-2.6128300736810175,11.197381487929231,147.2466299197627,627.742151954275
254409.066,-25.226672409680123,-0.7975038245135568,7.912976050521569,179.2803086266165,484.99185206972754
254409.07,-28.100602401194767,1.2547115216303746,3.389056295564079,158.90644687848334,-570.747267239168
254409.074,-31.056216414547144,3.519463641115891,-1.9308472127062324,100.05061150061324,-555.2127357483287
254409.078,-34.06377633361167,5.948764031674435,-7.538188723600909,19.1583729782856,547.3257266505293
254409.082,-37.10098067033889,8.46872366920228,-12.919161488731348,-64.87253817295128,606.8593469380295
254409.085,-40.137354098995345,11.009251020120953,-17.5366658220141,-125.18017599935577,-462.99352063994877
254409.089,-43.13079551322216,13.512007068796112,-20.8731309843323,-140.22082026468945,-646.2475738260562
254409.093,-46.04303123812792,15.905513765411769,-22.55277612834391,-112.77062983148889,289.0528011606681
254409.097,-48.8488475699759,18.092512900699212,-22.413955077238946,-65.94414914119531,562.4159950194803
254409.101,-51.529517282295295,19.966233118195795,-20.48509959003047,-21.74635976362098,-115.99585145013168
254409.105,-54.06656248779302,21.426444483935455,-16.94375958270737,10.911218823358144,-322.2795515561854
254409.109,-56.446230761845854,22.376847376087973,-12.10937069478646,31.632651401342013,-74.16752660703875
254409.112,-58.6641992270905,22.722307200235853,-6.422935018347334,42.534762506956675,280.39291876925347
254409.116,-60.715894874651326,22.39078556475771,-0.35608137928517164,50.25894107145397,264.8806447876027
254409.12,-62.58287019979129,21.360195926274095,5.687579855369897,63.743978525123964,-591.9980616804894
254409.124,-64.23863104023339,19.648931565597902,11.36784906571869,80.07813345024732,-399.44667780455245
254409.128,-65.6656144342739,17.285912021944696,16.348061893109442,79.9537085609751,741.8853931022117
254409.132,-66.85395772436169,14.312228859057683,20.319230391500348,48.289786045198106,517.7313832783657
254409.135,-67.78525894147552,10.807826007305442,23.085357256591816,-5.776907715315767,-541.3107747855868
254409.139,-68.432089005374,6.88879028293451,24.564591498381724,-58.3762916411687,-622.6833785338075
254409.143,-68.77460696149421,2.674037844155225,24.70938099004801,-93.20594664430845,391.52248342043214
254409.147,-68.80636642485993,-1.7285117911805166,23.482725531874998,-105.50815237331149,554.0947665880897
254409.147,-68.52578964656362,-6.210174746298451,20.90493257787687,-93.60772131178338,-351.75544306809167
