timestamps,Delta,Theta,Alpha,Beta,Gamma
254600.734,-0.00171411378163947,-0.002879802232421695,-0.006820822679028388,-0.651498809113656,-70.04046865609723
254600.738,-0.012151606903348567,-0.020121780181551138,-0.04609576176309628,-3.5334330761609385,57.31085605374509
254600.742,-0.04167952940923089,-0.0674787301886984,-0.1465448504317951,-7.68016907886233,271.52450396606406
254600.747,-0.09651700188245096,-0.15112774069751433,-0.30207799335910834,-7.319748953259383,-249.68885772506238
254600.751,-0.18049782873473436,-0.27049760564486164,-0.4813095521300862,0.6475765042917547,-432.7309047835685
254600.755,-0.3064137572723976,-0.4375395719014702,-0.679350711130778,9.394453904624546,403.3780963373823
254600.759,-0.4975869533546037,-0.6780439574229303,-0.9192837207502642,10.014041689984738,428.2112929519998
254600.763,-0.7760784039200751,-1.0094548565920731,-1.1932242595858908,4.195619870146212,-260.84339430319847
254600.768,-1.1563051030143983,-1.429021619335651,-1.4366931815908388,1.5418615341597366,-420.0933847519741
254600.772,-1.6529232143316694,-1.9276337297753983,-1.5748086884434307,5.551818195960257,-10.767490404946653
254600.776,-2.2866428477941882,-2.500076928370265,-1.5590289494522314,10.389537905212716,512.8417077363362
254600.78,-3.0738770851829256,-3.1274251825154273,-1.33179839365935,12.266568041596493,131.56365896249397
254600.734,-4.015251919954148,-3.7589563159609005,-0.7946820917920234,14.130748034423027,-617.6367643778234
254600.738,-5.100156375218154,-4.323741991692203,0.14329883594343623,16.136753493559333,-86.930070820179
254600.742,-6.3139987490231615,-4.747763715927952,1.5070974848287793,11.915549162463172,566.2519506532458
254600.747,-7.636281844763536,-4.9552652740815955,3.2473217678543675,-3.1382460041759956,-143.3249777799825
254600.751,-9.043794181238788,-4.8788611663659704,5.222269849765474,-28.2490624211219,-368.28043104037584
254600.755,-10.522432928515869,-4.483414268617368,7.162434403274256,-59.55823692712941,392.5962862317877
254600.759,-12.069205148928592,-3.7706626155938934,8.703571403240343,-86.7545298448274,316.95952352075284
254600.763,-13.680814771014138,-2.758939225259769,9.49337886370176,-90.78391566505934,-299.43987248253205
254600.768,-15.347609189085905,-1.4717873984948473,9.271290661556266,-56.34938659424226,-457.9952181207689
254600.772,-17.061744010874445,0.04914870044847284,7.875303826142504,10.284144825315622,-4.6548915419221775
254600.776,-18.823233187383412,1.7361230898511983,5.249724432076741,82.02161358686257,556.6575378507179
254600.78,-20.62978899694695,3.5163084489501215,1.5102002712058737,131.6353454633674,148.58849377507468
254600.777,-22.465687864784883,5.333901717324995,-3.014786100338647,146.24552746437274,-601.4469183776271
254600.781,-24.309631938590282,7.1382790081490715,-7.85554484476871,122.56806881341035,-195.23896022564628
254600.784,-26.14882329552296,8.861700669887568,-12.513526023743879,62.3602657915568,627.9365236710514
254600.788,-27.97480578634902,10.429608320200561,-16.49433917169766,-19.01168096757635,327.1134645229564
254600.791,-29.769305406395272,11.787974905642093,-19.301092342257895,-90.61877849346865,-567.818807134541
254600.795,-31.50639285683572,12.90109276387717,-20.505126827772266,-125.70231167513687,-465.86508529350584
254600.798,-33.167207545444505,13.72730615893784,-19.86239207186006,-120.75562911883294,471.2687423012878
254600.802,-34.741572518299414,14.218280473518822,-17.347272136205067,-89.64672083499912,468.66729387895305
254600.805,-36.217053281615975,14.340198833716945,-13.108126286120708,-46.7508374312784,-390.69785246043153
254600.809,-37.57786067571824,14.077089904605927,-7.450553523114752,-3.1646779893157,-367.35748064593395
254600.813,-38.81515721301718,13.414045010981019,-0.8528798174527636,29.393524285816362,275.62526997340115
254600.816,-39.9299246307344,12.333824258593364,6.072910580302972,43.30485515015094,332.3035528963964
254600.82,-40.92378963913024,10.83439001601532,12.686385273052801,42.982384148282314,-125.67011437729745
254600.823,-41.79364381839652,8.938856669050367,18.405082955318754,40.25011518396369,-394.5630654114979
254600.827,-42.538850625511735,6.682632975412051,22.727198715899352,40.58818088989182,-11.354146214255305
254600.83,-43.167119440007895,4.102765509860792,25.253749166393728,39.755062570856445,479.18394903449143
254600.834,-43.6847386946576,1.2541550610651655,25.767864043225636,34.90222733873834,146.8629777727481
254600.837,-44.08431256016559,-1.771493226269436,24.299123221773257,29.882308732031028,-588.8727737911876
254600.841,-44.351242721441764,-4.8611404517772225,21.075820555315076,24.679530189478907,-298.675017887578
254600.844,-44.478796376773175,-7.911115405322055,16.424715529945868,9.758683990996465,627.0939991481475
254600.849,-44.465877560475306,-10.827033717897741,10.74496194800641,-19.915326530215534,431.24302450346397
254600.852,-44.302922825077054,-13.503177253020604,4.528542941250931,-52.736782944202616,-529.703567378862
254600.856,-43.973418444848384,-15.829759898041655,-1.6972395500253927,-71.94647245838551,-517.0482619802486
254600.86,-43.46971434361707,-17.724552399419466,-7.486062708861065,-73.02010761776631,437.81803960635045
