timestamps,,,,,
254065.627,507.324,-875.000,287.109,475.098,114.746
254065.631,-164.062,-34.668,-246.582,-179.199,-37.598
254065.634,-556.641,-1000.000,-378.906,-519.043,-268.066
254065.638,30.273,-340.332,172.852,53.223,-72.266
254065.653,545.410,-874.023,320.312,520.508,148.926
254065.657,42.480,196.777,-158.691,19.531,66.406
254065.662,-576.172,-1000.000,-575.684,-541.504,108.887
254065.666,-202.148,-602.539,-29.297,-140.625,109.863
254065.671,483.887,960.449,500.488,494.629,25.879
254065.675,256.348,436.523,-7.812,226.562,79.590
254065.680,-503.906,-1000.000,-488.281,-494.141,-139.160
254065.684,-437.012,-1000.000,-125.000,-401.367,-360.840
254065.627,507.324,-875.000,287.109,475.098,114.746
254065.631,-164.062,-34.668,-246.582,-179.199,-37.598
254065.634,-556.641,-1000.000,-378.906,-519.043,-268.066
254065.638,30.273,-340.332,172.852,53.223,-72.266
254065.653,545.410,-874.023,320.312,520.508,148.926
254065.657,42.480,196.777,-158.691,19.531,66.406
254065.662,-576.172,-1000.000,-575.684,-541.504,108.887
254065.666,-202.148,-602.539,-29.297,-140.625,109.863
254065.671,483.887,960.449,500.488,494.629,25.879
254065.675,256.348,436.523,-7.812,226.562,79.590
254065.680,-503.906,-1000.000,-488.281,-494.141,-139.160
254065.684,-437.012,-1000.000,-125.000,-401.367,-360.840
254065.689,324.219,435.547,341.797,290.039,-68.848
254065.693,383.301,681.152,-3.418,335.449,326.172
254065.697,-375.977,-783.691,-472.168,-361.328,30.273
254065.702,-569.336,-1000.000,-229.004,-513.184,-436.035
254065.706,133.301,-77.148,193.848,166.016,-254.883
254065.711,494.141,-874.023,159.180,443.848,155.273
254065.715,-148.926,-6.348,-291.992,-173.828,125.000
254065.720,-616.699,-1000.000,-349.121,-560.547,-157.227
254065.724,-32.715,-361.328,134.766,-30.762,-189.453
254065.729,552.246,-900.879,178.223,491.699,252.441
254065.733,86.426,255.859,-148.926,64.453,282.715
254065.737,-574.707,-1000.000,-331.055,-537.598,-259.766
254065.737,-254.883,-744.141,-34.668,-212.402,-208.984
254065.741,460.938,770.020,331.055,445.801,160.645
254065.745,312.012,675.781,82.520,280.273,159.180
254065.748,-437.500,-783.691,-365.234,-413.574,-86.426
254065.752,-424.805,-1000.000,-193.848,-363.281,-132.812
254065.756,314.453,-39.062,145.508,338.867,378.906
254065.760,500.000,907.227,176.758,431.641,547.363
254065.764,-178.711,-304.688,-68.848,-232.422,-79.102
254065.768,-485.352,-1000.000,-351.562,-445.801,-312.500
254065.772,163.574,-245.605,59.570,179.688,76.660
254065.776,594.727,-849.121,350.098,518.555,186.523
254065.780,-4.395,151.367,-132.812,-52.734,-60.059
254065.784,-540.039,-1000.000,-388.672,-503.906,-264.648
254065.787,-37.109,-444.336,86.914,-25.391,-207.520
254065.791,573.730,-915.527,366.211,520.020,10.742
254065.795,188.477,365.234,-69.336,135.742,8.789
