timestamps,,,,,
254327.563,-490.723,-835.938,-930.176,-756.348,-384.277
254327.567,-1000.000,-1000.000,-639.648,-1000.000,-68.359
254327.571,328.613,614.746,308.594,694.824,135.254
254327.575,-870.605,994.629,191.406,-969.727,-116.211
254327.579,-14.160,-618.164,-772.949,-646.484,-316.895
254327.583,-1000.000,-1000.000,-893.555,-1000.000,-148.926
254327.587,-241.211,90.332,-0.977,452.148,135.742
254327.591,-980.957,-966.797,301.270,-824.219,107.422
254327.603,646.484,-259.766,-596.680,-87.402,-108.887
254327.608,-854.980,-1000.000,-1000.000,-1000.000,52.246
254327.613,-814.453,-442.871,-203.125,-261.230,110.840
254327.618,824.219,940.918,417.969,-916.504,-14.648
254327.563,-490.723,-835.938,-930.176,-756.348,-384.277
254327.567,-1000.000,-1000.000,-639.648,-1000.000,-68.359
254327.571,328.613,614.746,308.594,694.824,135.254
254327.575,-870.605,994.629,191.406,-969.727,-116.211
254327.579,-14.160,-618.164,-772.949,-646.484,-316.895
254327.583,-1000.000,-1000.000,-893.555,-1000.000,-148.926
254327.587,-241.211,90.332,-0.977,452.148,135.742
254327.591,-980.957,-966.797,301.270,-824.219,107.422
254327.603,646.484,-259.766,-596.680,-87.402,-108.887
254327.608,-854.980,-1000.000,-1000.000,-1000.000,52.246
254327.613,-814.453,-442.871,-203.125,-261.230,110.840
254327.618,824.219,940.918,417.969,-916.504,-14.648
254327.623,921.387,303.223,-368.164,645.020,-125.488
254327.628,-762.207,-1000.000,-944.824,-951.660,-237.305
254327.633,-1000.000,-836.426,-353.516,-870.117,-101.562
254327.638,638.184,747.070,368.652,812.988,61.035
254327.643,-930.664,812.012,-115.723,980.957,-2.930
254327.648,-434.082,-814.453,-929.688,-722.168,-70.801
254327.653,-1000.000,-1000.000,-625.977,-1000.000,36.621
254327.658,181.641,561.035,290.039,666.992,275.879
254327.663,-918.945,991.211,7.812,-941.895,304.199
254327.668,-53.711,-597.656,-832.031,-575.684,-120.605
254327.673,-1000.000,-1000.000,-794.434,-1000.000,-285.645
254327.678,-292.969,-17.090,-32.227,358.887,77.148
254327.683,-999.023,-974.121,132.324,-818.848,446.777
254327.688,599.121,-112.793,-599.609,34.668,65.918
254327.693,-902.344,-1000.000,-875.000,-1000.000,-279.297
254327.698,-729.004,-658.203,-285.645,-394.531,30.762
254327.666,833.008,831.543,251.953,-971.191,299.316
254327.669,823.242,433.105,-279.297,641.602,68.359
254327.673,-755.859,-1000.000,-894.531,-923.828,-166.992
254327.676,-966.309,-1000.000,-521.484,-889.648,63.477
254327.679,645.996,518.555,157.227,786.621,426.758
254327.682,-900.879,991.699,50.293,991.211,95.703
254327.686,-316.406,-701.660,-798.340,-703.613,-277.344
254327.689,-1000.000,-1000.000,-776.367,-1000.000,-132.812
254327.692,2.441,462.891,203.125,589.844,90.332
254327.696,-918.457,-950.195,327.637,-894.531,-23.926
254327.699,320.801,-471.680,-683.594,-439.941,-296.875
254327.702,-1000.000,-1000.000,-1000.000,-1000.000,-61.035
254327.706,-550.781,-150.391,-87.891,159.180,115.723
254327.709,920.898,-978.516,362.793,-836.914,50.781
254327.712,721.680,41.016,-495.117,214.355,-108.887
254327.716,-846.191,-1000.000,-1000.000,-1000.000,-74.219
254327.719,-971.191,-704.590,-336.914,-697.266,123.535
254327.722,672.852,829.102,416.992,895.508,68.848
254327.726,-942.871,688.965,-164.551,886.719,-140.625
254327.729,-589.844,-910.645,-895.020,-810.547,-284.180
254327.743,-1000.000,-1000.000,-525.879,-984.375,-110.840
254327.747,462.402,625.488,318.359,725.586,141.113
254327.751,-838.867,956.543,48.340,-982.910,20.996
254327.754,-109.375,-693.359,-850.586,-675.781,-167.969
254327.758,-1000.000,-1000.000,-768.555,-1000.000,-149.414
254327.762,-73.242,270.508,106.445,530.273,84.961
