timestamps,,,,,
254534.306,-168.945,-104.980,-74.219,39.062,-126.953
254534.310,367.188,-898.926,424.316,980.469,62.988
254534.313,141.113,391.602,-14.160,60.547,-141.113
254534.317,-443.359,-1000.000,-629.395,-1000.000,-376.953
254534.321,-316.406,-643.066,-229.980,-368.652,-150.391
254534.324,374.512,908.691,371.582,912.598,194.824
254534.328,364.746,797.363,55.176,477.051,79.102
254534.331,-278.809,-839.844,-656.738,-864.258,-191.406
254534.335,-349.121,-992.188,-564.453,-635.254,-10.254
254534.338,117.676,691.406,290.039,704.590,149.902
254534.342,340.820,-979.980,283.203,778.320,120.117
254534.345,-158.203,-637.695,-575.684,-669.922,33.203
254534.306,-168.945,-104.980,-74.219,39.062,-126.953
254534.310,367.188,-898.926,424.316,980.469,62.988
254534.313,141.113,391.602,-14.160,60.547,-141.113
254534.317,-443.359,-1000.000,-629.395,-1000.000,-376.953
254534.321,-316.406,-643.066,-229.980,-368.652,-150.391
254534.324,374.512,908.691,371.582,912.598,194.824
254534.328,364.746,797.363,55.176,477.051,79.102
254534.331,-278.809,-839.844,-656.738,-864.258,-191.406
254534.335,-349.121,-992.188,-564.453,-635.254,-10.254
254534.338,117.676,691.406,290.039,704.590,149.902
254534.342,340.820,-979.980,283.203,778.320,120.117
254534.345,-158.203,-637.695,-575.684,-669.922,33.203
254534.349,-539.551,-1000.000,-587.891,-1000.000,-53.711
254534.352,-117.188,446.289,250.488,270.020,-16.113
254534.356,439.941,-896.973,361.816,998.047,104.004
254534.359,135.254,-313.965,-443.848,-148.438,-43.945
254534.367,-533.203,-1000.000,-675.781,-1000.000,-234.863
254534.371,-242.676,-250.488,-59.082,-53.223,-58.594
254534.375,446.289,989.258,333.008,-997.070,175.293
254534.378,318.848,61.035,-304.688,297.363,234.863
254534.382,-485.840,-1000.000,-666.504,-953.125,27.832
254534.386,-474.609,-627.930,-124.512,-503.418,-127.930
254534.389,318.848,838.379,377.930,891.602,66.895
254534.393,348.145,926.270,170.898,581.055,5.859
254534.397,-346.680,-732.422,-488.770,-875.488,-253.906
254534.401,-454.590,-1000.000,-458.008,-788.086,-247.070
254534.404,189.941,602.051,231.445,701.660,69.824
254534.408,435.059,-949.219,246.582,807.129,133.789
254534.412,-178.711,-541.992,-459.473,-653.320,-292.969
254534.416,-522.949,-1000.000,-557.617,-975.586,-273.926
254534.419,29.297,205.078,16.602,334.473,171.875
254534.423,551.270,-889.648,221.191,995.117,465.332
254534.427,-3.418,120.605,-150.879,-231.445,2.930
254534.431,-591.309,-1000.000,-551.270,-1000.000,-334.961
254534.434,-228.027,-546.875,-184.082,-90.820,-51.270
254534.438,398.438,926.270,352.051,982.422,181.152
254534.443,238.281,558.105,-38.574,268.555,85.449
254534.447,-459.961,-954.590,-612.793,-973.633,-276.855
254534.451,-320.801,-989.258,-445.801,-438.965,-77.148
254534.455,300.293,667.969,258.301,920.410,291.992
